popularity,release_date,rus,vote_average
7.012,1971-08-31,Джо,7.2
21.698,2007-05-20,Детский дом,7.2
42.651,2021-03-25,Питер Кролик 2: Беглец,7.2
22.159,2004-06-25,Человек-паук 2,7.2
37.707,2020-10-13,Бэтмен: Смерть в семье,7.2
48.282,1953-02-05,Питер Пэн,7.2
15.713,2018-10-04,Чистота мести,7.2
16.915,2019-08-30,Официальные секреты,7.2
11.782,2005-09-30,Величайшая игра всех времен,7.2
12.172,1970-12-20,Ослиная шкура,7.2
18.457,2004-12-17,Авиатор,7.2
9.072,2021-02-26,Без ума от неё,7.2
26.395,1977-03-11,Многочисленные приключения Винни-Пуха,7.2
9.095,1941-10-28,Насколько зелена была моя долина!,7.2
8.992,2009-11-04,Концерт,7.2
47.233,2010-07-08,Гадкий я,7.2
8.596,2006-10-09,Неизвестная женщина,7.2
64.531,2018-11-20,Ральф ломает интернет,7.2
7.88,2018-05-22,Женщина на войне,7.2
8.735,1984-01-27,Бродвей Дэнни Роуз,7.2
13.059,1973-05-23,Пэт Гарретт и Билли Кид,7.2
12.008,1993-01-06,Аризона Дрим,7.2
11.25,2005-09-03,Завтрак на Плутоне,7.2
25.92,2016-08-02,История Золушки: Если туфелька подойдёт,7.2
24.917,2014-11-01,Драконы: Рассвет гонщиков на драконах,7.2
9.97,2014-10-17,Без руля,7.2
23.933,2012-02-05,Клятва,7.2
8.804,1956-10-26,Путешествие по Парижу,7.2
14.035,2009-03-04,Молодая Виктория,7.2
64.411,1989-11-30,Рождественские каникулы Национального Лампуна,7.2
0.995,2013-10-16,История ужасов из мультфильма «История игрушек»!,7.2
7.368,2012-03-08,Кахаани,7.2
24.404,2007-09-17,Барби в образе принцессы острова,7.2
23.647,1998-12-16,Принц Египта,7.2
19.578,1988-12-02,«Голый пистолет: Из архивов полицейского участка!»,7.2
11.673,1987-08-11,Пир Бабетты,7.2
10.33,1957-08-07,3:10 до Юмы,7.2
18.726,2020-08-23,Супермен: Человек завтрашнего дня,7.2
30.192,2009-09-15,Барби и три мушкетера,7.2
12.583,1970-02-27,Птица с хрустальным оперением,7.2
20.605,2005-07-21,«Стальной алхимик: Завоеватель Шамбаллы»,7.2
37.33,2012-10-24,Скайфолл,7.2
7.422,2003-08-05,Дестино,7.2
15.58,1991-08-15,Жили-были в Китае,7.2
7.491,2012-03-08,Барбара,7.2
7.199,2000-10-06,Песни со второго этажа,7.2
9.766,1992-04-03,Игрок,7.2
7.473,2007-07-17,Робот-цыпленок: Звездные войны,7.2
13.031,1999-12-25,Прах Анжелы,7.2
13.087,1977-06-15,"Мост, который слишком далеко",7.2
12.863,2014-08-30,Барби и секретная дверь,7.2
20.037,2014-11-15,Как пожелают боги,7.2
29.72,2008-01-30,CJ7,7.2
11.805,1985-12-12,Моя жизнь как собаки,7.2
17.205,1986-05-30,Большие неприятности в маленьком Китае,7.2
9.723,2014-09-06,Лабиринт лжи,7.2
10.694,1995-06-02,Флюк,7.2
10.32,1971-01-15,Точка исчезновения,7.2
14.569,1988-05-28,Последнее искушение Христа,7.2
15.189,1988-07-15,Рыбка по имени Ванда,7.2
14.307,2003-03-04,Скуби-Ду! и легенда о вампире,7.2
10.041,2009-09-02,Баария,7.2
16.68,1978-12-19,Вторжение похитителей тел,7.2
10.714,1960-06-16,Деревня Проклятых,7.2
9.391,2005-08-22,Пушер 3,7.2
54.416,2020-08-22,Догмат,7.2
9.834,2018-01-19,Восьмой класс,7.2
22.854,2022-02-11,Тактика любви,7.2
49.986,2008-08-02,Наруто Шиппуден: Фильм «Узы»,7.2
10.665,1972-03-16,Рим,7.2
10.848,1989-11-15,Стальные магнолии,7.2
14.696,2003-08-29,Открытый пастбище,7.2
5.807,2018-05-10,Лоро 2,7.2
13.397,2012-09-14,Партизаврус Рекс,7.2
55.082,2008-06-04,Кунг-фу Панда,7.2
24.226,1999-06-30,"Южный Парк: больше, длиннее и без купюр",7.2
7.972,2018-09-21,И жили они долго и счастливо,7.2
36.552,2010-09-14,Барби: Модная сказка,7.2
17.399,1987-07-24,Ла Бамба,7.2
16.74,1971-10-03,Большой Босс,7.2
16.845,2017-08-11,Хорошее время,7.2
74.475,1995-07-15,Dragon Ball Z: Гнев Дракона,7.2
4.636,2002-09-06,Бальзамировщик,7.2
9.419,1959-10-07,Разговоры перед сном,7.2
29.415,2017-02-08,Лего Бэтмен Фильм,7.2
14.094,2011-05-26,Меланхолия,7.2
12.112,2009-12-25,Груффало,7.2
25.332,2008-12-25,Марли и я,7.2
7.856,1945-09-09,Глубокая ночь,7.2
13.608,2008-03-11,Звёздные врата: Ковчег Истины,7.2
13.734,2003-01-30,Всадник на ките,7.2
9.076,1970-09-09,Проживание и питание,7.2
6.973,2015-10-21,Мой Король,7.2
15.926,2010-09-28,Супермен/Бэтмен: Апокалипсис,7.2
20.383,2005-01-01,"Привет, Скуби-Ду!",7.2
22.521,2007-12-20,Суини Тодд: Демон-парикмахер с Флит-стрит,7.2
14.041,2019-03-07,Профессор и безумец,7.2
14.102,2003-09-19,Львы из секонд-хенда,7.2
6.16,2013-10-04,Прикосновение греха,7.2
17.4,2011-05-07,"Дети, которые гонятся за потерянными голосами",7.2
5.265,1997-09-12,Овосодо,7.2
10.657,1976-06-23,Убийство путем смерти,7.2
9.536,1927-02-14,Квартирант: История лондонского тумана,7.2
31.286,2002-10-31,28 дней спустя,7.2
10.705,2020-03-13,Никогда Редко Иногда Всегда,7.2
10.345,2018-09-18,Девочка,7.2
19.592,2016-08-04,Бэтмен: Плохая кровь,7.2
36.027,2016-12-14,Балерина,7.2
10.437,2012-11-13,Jab Tak Hai Jaan,7.2
11.565,1970-09-12,Пять простых пьес,7.2
11.644,1978-10-14,Уотершип Даун,7.2
9.849,1965-12-15,Полёт Феникса,7.2
63.103,2007-03-20,Супербад,7.2
13.327,2004-09-29,2046,7.2
96.318,2004-05-19,Шрек 2,7.2
45.721,1989-06-23,Бэтмен,7.2
18.363,1986-11-26,Звездный путь IV: Путешествие домой,7.2
15.11,2014-02-05,Джек и сердце с кукушкой,7.2
13.643,2008-02-27,Сомневаться,7.2
16.575,1982-12-17,Тутси,7.2
163.624,2022-06-15,Лайтйер,7.2
13.893,2020-02-22,Время охоты,7.2
47.469,2019-01-31,Алита: Боевой ангел,7.2
9.48,2012-08-09,Нет,7.2
14.966,1985-12-20,Из Африки,7.2
23.16,2020-07-10,Старая гвардия,7.2
15.746,2013-10-13,Внутри Льюина Дэвиса,7.2
11.153,2007-12-27,Великие спорщики,7.2
6.743,1990-10-26,Замок моей матери,7.2
22.722,2004-08-04,Залог,7.2
19.635,1931-02-12,Дракула,7.2
15.912,2000-04-28,Частота,7.2
40.347,2009-12-23,Шерлок Холмс,7.2
14.665,2006-01-26,Ранг Де Басанти,7.2
32.24,1984-04-05,Бесконечная история,7.2
10.988,2005-09-09,Спасибо за курение!,7.2
22.839,2017-10-05,Мой маленький пони: Фильм,7.2
16.667,2015-04-14,Бэтмен против Робина,7.2
8.709,2015-04-23,Маленький мальчик,7.2
13.463,2003-10-01,Внутренние дела II,7.2
52.562,2007-12-12,Я — легенда,7.2
46.204,2010-09-15,Город,7.2
10.29,2009-12-25,Нигде не окажется мальчиком,7.2
8.367,2003-08-15,Американское великолепие,7.2
8.28,2007-09-27,Край рая,7.2
33.235,1990-07-12,Призрак,7.2
29.351,2022-04-27,Аббатство Даунтон: Новая эра,7.2
18.77,2009-12-10,Invictus,7.2
19.103,1983-12-22,Проект А,7.2
19.325,1995-08-11,Прогулка в облаках,7.2
33.492,2015-09-23,Стажер,7.2
9.158,1955-04-28,Поцелуй меня смертельно,7.2
24.77,2002-07-19,Кот возвращается,7.2
10.83,1989-08-12,Жестокий полицейский,7.2
12.394,1998-05-01,Отверженные,7.2
15.626,1984-12-05,Полицейский из Беверли-Хиллз,7.2
39.313,2020-07-31,Перевернутая магия,7.2
18.929,2017-10-27,Костный мозг,7.2
8.831,2014-08-28,Реальность,7.2
11.762,2010-08-19,Одержимый,7.2
49.52,1951-07-28,Алиса в Стране чудес,7.2
10.155,1977-06-24,Американский друг,7.2
14.51,1954-06-23,Бунт на «Кейне»,7.2
25.598,2007-09-06,3:10 до Юмы,7.2
21.281,2019-03-31,Бэтмен против Черепашек-ниндзя,7.2
14.339,2016-02-04,Выбор,7.2
12.134,1963-08-21,Призраки,7.2
16.256,2007-11-15,P.S. Я тебя люблю,7.2
15.069,2015-05-02,Похищение в Кливленде,7.2
42.007,2021-12-07,Не смотрите вверх,7.2
4.738,1988-12-21,Compagni di scuola,7.2
14.937,2010-11-23,Бурлеск,7.2
9.378,2008-10-23,Северная сторона,7.2
15.307,2001-06-27,Мальчик,7.2
27.764,1983-06-07,Поменяться местами,7.2
10.307,2004-10-22,Вера Дрейк,7.2
33.202,2012-03-12,Голодные игры,7.2
14.93,2010-12-13,Банан,7.2
10.483,1993-09-05,Короткие пути,7.2
14.314,1964-07-17,Марни,7.2
6.986,1984-10-01,Страннее рая,7.2
20.791,2015-12-03,Я — Дракон,7.2
12.091,2012-05-17,Ржавчина и кость,7.2
12.776,2011-09-16,Кровопролитие,7.2
6.954,1999-05-22,Розетта,7.2
7.691,1995-01-20,Убийство первой степени,7.2
30.188,2001-10-22,К-ПАКС,7.2
24.983,2017-03-03,Дэдпул: Недоброе дело,7.2
14.527,2013-05-01,Белль,7.2
13.698,2005-09-05,"Поцелуй, поцелуй, банг-банг",7.2
21.681,2016-04-08,"Человек, познавший бесконечность",7.2
17.576,1987-12-10,Уолл-стрит,7.2
7.943,1996-11-06,Запустите его,7.2
9.848,1988-07-20,Полуночный забег,7.2
20.911,1993-11-24,Миссис Даутфайр,7.2
13.929,2016-02-25,Эдди Орёл,7.2
5.314,2012-03-30,Площадь Фонтана: Итальянский заговор,7.2
19.459,2003-05-09,Аниматрикс,7.2
15.98,1956-06-29,Король и я,7.2
9.075,2005-09-30,Криминальный роман,7.2
7.66,2003-10-31,В Америке,7.2
17.615,1956-12-01,Сисси: Молодая императрица,7.2
8.725,2008-10-10,Экспресс,7.2
6.469,2019-10-21,Человек без гравитации,7.2
5.73,2005-04-21,9,7.2
12.031,2020-09-11,Галерея разбитых сердец,7.2
29.189,2017-08-18,Что случилось с понедельником?,7.2
18.403,2018-10-04,"Дом, который построил Джек",7.2
37.002,2015-07-23,Миссия: Невыполнима — Племя изгоев,7.2
10.015,2010-10-09,Сердцебиение,7.2
20.798,2011-11-22,Хьюго,7.2
11.578,1992-03-27,Передовые технологии,7.2
28.122,2003-12-18,Питер Пэн,7.2
10.205,1998-09-13,Элизабет,7.2
11.945,2017-02-17,Целитель,7.2
20.435,2003-04-25,Личность,7.2
18.053,1999-12-25,Талантливый мистер Рипли,7.2
63.311,2011-03-08,Безграничный,7.2
60.067,2004-04-30,Дрянные девчонки,7.2
13.287,2009-03-01,Разорванные объятия,7.2
8.973,1916-09-04,Нетерпимость: Борьба любви на протяжении веков,7.2
12.804,2007-03-22,Владыкай надо мной,7.2
39.911,1997-07-02,Люди в чёрном,7.2
14.062,2005-09-23,История насилия,7.2
8.152,2017-07-27,Бригсби Медведь,7.2
13.466,2021-02-12,Карта крошечных идеальных вещей,7.2
5.342,2012-05-04,Реальность,7.2
5.875,2012-04-13,Диас - Не убирайте эту кровь,7.2
16.637,2011-03-17,Адвокат Линкольна,7.2
8.363,1927-08-12,Крылья,7.2
14.465,1992-07-01,Их собственная лига,7.2
8.621,2015-03-27,"Девушка, похожая на неё",7.2
9.131,2012-09-21,Английский Vinglish,7.2
8.831,1979-05-24,Отрыв,7.2
13.025,2008-12-05,Cadillac Records,7.2
17.498,2008-07-17,Преступник,7.2
15.786,1998-10-02,Какие сны могут присниться,7.2
12.419,1996-05-24,Добро пожаловать в кукольный домик!,7.2
33.315,1984-06-22,Карате-кид,7.2
38.409,2021-10-21,Французский Диспетчер,7.2
15.08,2016-11-18,Край семнадцати,7.2
11.522,2006-02-24,После свадьбы,7.2
96.55,2014-09-10,Бегущий в лабиринте,7.2
7.217,1992-10-01,"Привет, профессор!",7.2
6.699,1995-07-21,Жизнь в забвении,7.2
10.615,2009-02-06,Политехнический,7.2
12.86,1954-10-14,Белое Рождество,7.2
15.423,1985-06-28,Бледный Всадник,7.2
10.477,2007-09-07,Дарджилингский экспресс,7.2
16.345,1997-08-05,Большое приключение Винни-Пуха: В поисках Кристофера Робина,7.2
23.456,1986-08-08,Трансформеры: Фильм,7.2
12.807,2006-09-08,Вавилон,7.2
14.867,2018-09-23,Соловей,7.2
20.666,2011-08-10,Война стрел,7.2
12.417,1967-11-22,Продюсеры,7.2
32.248,2007-03-07,300,7.2
16.129,2021-11-12,Белфаст,7.2
11.249,2018-02-02,Капитан,7.2
28.315,2007-11-23,[REC],7.2
17.348,1996-11-05,Английский пациент,7.2
9.426,1949-11-18,Ребро Адама,7.2
64.138,2022-03-03,Наряд,7.2
134.126,2019-04-11,После,7.2
37.123,2014-12-12,Тинкер Белл и легенда о Невербисте,7.2
47.442,1961-01-25,Сто один далматинец,7.2
19.014,1974-11-22,Убийство в Восточном экспрессе,7.2
18.429,2019-10-11,Король,7.2
8.319,2016-05-21,После бури,7.2
12.777,2019-01-11,Бельзебут,7.2
15.174,2012-09-07,Мастер,7.2
87.914,2009-12-08,Принцесса и лягушка,7.2
38.791,2019-11-06,Мидуэй,7.2
51.21,2020-01-15,Плохие парни навсегда,7.2
8.522,2009-10-16,Черный Динамит,7.2
22.333,1994-01-01,Пом Поко,7.2
14.797,2017-08-11,Стеклянный замок,7.2
8.845,2004-12-25,Пушер II,7.2
8.783,2017-03-24,День Красного Носа (на самом деле),7.2
6.837,2012-07-03,Кофе в Берлине,7.2
25.955,2013-12-18,Тайная жизнь Уолтера Митти,7.2
